[INFO ] [2021-12-25 17:20:41,142] Pre-condition - Open browser 'firefox' and navigate to 'https://demo.nopcommerce.com/'
[INFO ] [2021-12-26 16:53:51,076] User_01_Register- Step 04:  enter to last Name textbox
[INFO ] [2021-12-26 16:53:51,150] User_01_Register- Step 05:  enter to email textbox with valueauto1200@mail.com
[INFO ] [2021-12-26 16:53:51,264] User_01_Register- Step 06:  enter to password textbox with value123456
[INFO ] [2021-12-26 16:53:51,338] User_01_Register- Step 07:  enter to confirm password textbox with value123456
[INFO ] [2021-12-26 16:53:51,414] User_01_Register- Step 08: click to Register button
[INFO ] [2021-12-26 16:53:52,834] User_01_Register- Step 09: verify successmessage is displayed
[INFO ] [2021-12-26 16:53:52,893] User_01_Register- Step 10: click to Logout link
[INFO ] [2021-12-26 16:53:55,040] User_02_Login- Step 01: click to Login link
[INFO ] [2021-12-26 16:53:55,539] User_02_Login- Step 02: input email textbox
[INFO ] [2021-12-26 16:53:55,629] User_02_Login- Step 03: input password textbox
[INFO ] [2021-12-26 16:53:55,708] User_02_Login- Step 04: click to Login button
[INFO ] [2021-12-26 16:53:57,411] User_02_Login- Step 05: verify my account link is displayed
[INFO ] [2021-12-26 16:53:57,492] User_02_Login- Step 06: click to my account link
[INFO ] [2021-12-26 16:53:58,637] User_02_Login- Step 01: verify page customer infor is displayed
[INFO ] [2021-12-26 16:53:58,700]  -------------------------- FAILED -------------------------- 
[INFO ] [2021-12-26 16:53:58,829] Post-condition: close browser
[INFO ] [2021-12-26 17:01:50,897] Pre-condition - Open browser 'firefox' and navigate to 'https://demo.nopcommerce.com/'
[INFO ] [2021-12-26 17:01:57,102] User_01_Register- Step 01: Verify Home page is displayed
[INFO ] [2021-12-26 17:01:57,110] User_01_Register- Step 02: click to Register link
[INFO ] [2021-12-26 17:02:01,590] User_01_Register- Step 03: enter to first Name textbox
[INFO ] [2021-12-26 17:02:01,683] User_01_Register- Step 04:  enter to last Name textbox
[INFO ] [2021-12-26 17:02:01,773] User_01_Register- Step 05:  enter to email textbox with valueauto9876@mail.com
[INFO ] [2021-12-26 17:02:01,852] User_01_Register- Step 06:  enter to password textbox with value123456
[INFO ] [2021-12-26 17:02:01,931] User_01_Register- Step 07:  enter to confirm password textbox with value123456
[INFO ] [2021-12-26 17:02:02,025] User_01_Register- Step 08: click to Register button
[INFO ] [2021-12-26 17:02:04,292] User_01_Register- Step 09: verify successmessage is displayed
[INFO ] [2021-12-26 17:02:04,347] User_01_Register- Step 10: click to Logout link
[INFO ] [2021-12-26 17:02:05,201] User_02_Login- Step 01: click to Login link
[INFO ] [2021-12-26 17:02:05,709] User_02_Login- Step 02: input email textbox
[INFO ] [2021-12-26 17:02:05,832] User_02_Login- Step 03: input password textbox
[INFO ] [2021-12-26 17:02:05,952] User_02_Login- Step 04: click to Login button
[INFO ] [2021-12-26 17:02:07,735] User_02_Login- Step 05: verify my account link is displayed
[INFO ] [2021-12-26 17:02:07,833] User_02_Login- Step 06: click to my account link
[INFO ] [2021-12-26 17:02:08,290] User_02_Login- Step 01: verify page customer infor is displayed
[INFO ] [2021-12-26 17:02:08,363]  -------------------------- FAILED -------------------------- 
[INFO ] [2021-12-26 17:02:08,462] Post-condition: close browser
[INFO ] [2021-12-26 17:03:51,152] Pre-condition - Open browser 'firefox' and navigate to 'https://demo.nopcommerce.com/'
[INFO ] [2021-12-26 17:03:56,724] User_01_Register- Step 01: Verify Home page is displayed
[INFO ] [2021-12-26 17:03:56,731] User_01_Register- Step 02: click to Register link
[INFO ] [2021-12-26 17:04:01,157] User_01_Register- Step 03: enter to first Name textbox
[INFO ] [2021-12-26 17:04:01,251] User_01_Register- Step 04:  enter to last Name textbox
[INFO ] [2021-12-26 17:04:01,358] User_01_Register- Step 05:  enter to email textbox with valueauto3379@mail.com
[INFO ] [2021-12-26 17:04:01,439] User_01_Register- Step 06:  enter to password textbox with value123456
[INFO ] [2021-12-26 17:04:01,530] User_01_Register- Step 07:  enter to confirm password textbox with value123456
[INFO ] [2021-12-26 17:04:01,612] User_01_Register- Step 08: click to Register button
[INFO ] [2021-12-26 17:04:03,602] User_01_Register- Step 09: verify successmessage is displayed
[INFO ] [2021-12-26 17:04:03,660] User_01_Register- Step 10: click to Logout link
[INFO ] [2021-12-26 17:04:05,163] User_02_Login- Step 01: click to Login link
[INFO ] [2021-12-26 17:04:06,242] User_02_Login- Step 02: input email textbox
[INFO ] [2021-12-26 17:04:06,331] User_02_Login- Step 03: input password textbox
[INFO ] [2021-12-26 17:04:06,406] User_02_Login- Step 04: click to Login button
[INFO ] [2021-12-26 17:04:07,776] User_02_Login- Step 05: verify my account link is displayed
[INFO ] [2021-12-26 17:04:07,865] User_02_Login- Step 06: click to my account link
[INFO ] [2021-12-26 17:04:08,312] User_02_Login- Step 01: verify page customer infor is displayed
[INFO ] [2021-12-26 17:04:08,378]  -------------------------- FAILED -------------------------- 
[INFO ] [2021-12-26 17:04:08,472] Post-condition: close browser
[INFO ] [2021-12-27 15:24:49,314] ---------- START delete file in folder ----------
[INFO ] [2021-12-27 15:24:49,317] ---------- END delete file in folder ----------
[INFO ] [2021-12-27 15:24:49,324] Pre-condition - Open browser 'firefox' and navigate to 'https://demo.nopcommerce.com/'
[INFO ] [2021-12-27 15:24:56,742] User_01_Register- Step 01: Verify Home page is displayed
[INFO ] [2021-12-27 15:24:56,750] User_01_Register- Step 02: click to Register link
[INFO ] [2021-12-27 15:25:01,186] User_01_Register- Step 03: enter to first Name textbox
[INFO ] [2021-12-27 15:25:01,348] User_01_Register- Step 04:  enter to last Name textbox
[INFO ] [2021-12-27 15:25:01,457] User_01_Register- Step 05:  enter to email textbox with valueauto4066@mail.com
[INFO ] [2021-12-27 15:25:01,576] User_01_Register- Step 06:  enter to password textbox with value123456
[INFO ] [2021-12-27 15:25:01,671] User_01_Register- Step 07:  enter to confirm password textbox with value123456
[INFO ] [2021-12-27 15:25:01,804] User_01_Register- Step 08: click to Register button
[INFO ] [2021-12-27 15:25:03,951] User_01_Register- Step 09: verify successmessage is displayed
[INFO ] [2021-12-27 15:25:04,032] User_01_Register- Step 10: click to Logout link
[INFO ] [2021-12-27 15:25:05,592] User_02_Login- Step 01: click to Login link
[INFO ] [2021-12-27 15:25:06,675] User_02_Login- Step 02: input email textbox
[INFO ] [2021-12-27 15:25:06,796] User_02_Login- Step 03: input password textbox
[INFO ] [2021-12-27 15:25:06,906] User_02_Login- Step 04: click to Login button
[INFO ] [2021-12-27 15:25:09,082] User_02_Login- Step 05: verify my account link is displayed
[INFO ] [2021-12-27 15:25:09,175] User_02_Login- Step 06: click to my account link
[INFO ] [2021-12-27 15:25:09,715] User_02_Login- Step 01: verify page customer infor is displayed
[INFO ] [2021-12-27 15:25:09,814]  -------------------------- FAILED -------------------------- 
[INFO ] [2021-12-27 15:25:10,034] Post-condition: close browser
[INFO ] [2021-12-27 16:47:11,087] ---------- START delete file in folder ----------
[INFO ] [2021-12-27 16:47:11,091] ---------- END delete file in folder ----------
[INFO ] [2021-12-27 16:47:11,097] Pre-condition - Open browser 'firefox' and navigate to 'https://demo.nopcommerce.com/'
[INFO ] [2021-12-27 16:47:17,411] User_01_Register- Step 01: Verify Home page is displayed
[INFO ] [2021-12-27 16:47:17,421] User_01_Register- Step 02: click to Register link
[INFO ] [2021-12-27 16:47:21,853] User_01_Register- Step 03: enter to first Name textbox
[INFO ] [2021-12-27 16:47:22,025] User_01_Register- Step 04:  enter to last Name textbox
[INFO ] [2021-12-27 16:47:22,150] User_01_Register- Step 05:  enter to email textbox with valueauto1404@mail.com
[INFO ] [2021-12-27 16:47:22,292] User_01_Register- Step 06:  enter to password textbox with value123456
[INFO ] [2021-12-27 16:47:22,424] User_01_Register- Step 07:  enter to confirm password textbox with value123456
[INFO ] [2021-12-27 16:47:22,541] User_01_Register- Step 08: click to Register button
[INFO ] [2021-12-27 16:47:24,836] User_01_Register- Step 09: verify successmessage is displayed
[INFO ] [2021-12-27 16:47:25,043] User_01_Register- Step 10: click to Logout link
[INFO ] [2021-12-27 16:47:26,763] User_02_Login- Step 01: click to Login link
[INFO ] [2021-12-27 16:47:27,520] User_02_Login- Step 02: input email textbox
[INFO ] [2021-12-27 16:47:27,736] User_02_Login- Step 03: input password textbox
[INFO ] [2021-12-27 16:47:27,898] User_02_Login- Step 04: click to Login button
[INFO ] [2021-12-27 16:47:29,558] User_02_Login- Step 05: verify my account link is displayed
[INFO ] [2021-12-27 16:47:29,645] User_02_Login- Step 06: click to my account link
[INFO ] [2021-12-27 16:47:31,262] User_02_Login- Step 01: verify page customer infor is displayed
[INFO ] [2021-12-27 16:47:31,379]  -------------------------- FAILED -------------------------- 
[INFO ] [2021-12-27 16:47:31,554] Post-condition: close browser
[INFO ] [2021-12-27 17:20:57,780] ---------- START delete file in folder ----------
[INFO ] [2021-12-27 17:20:57,782] ---------- END delete file in folder ----------
[INFO ] [2021-12-27 17:21:21,380]  -------------------------- FAILED -------------------------- 
[INFO ] [2021-12-27 17:22:45,121] ---------- START delete file in folder ----------
[INFO ] [2021-12-27 17:22:45,124] ---------- END delete file in folder ----------
[INFO ] [2021-12-27 17:22:45,135] Pre-condition - Open browser 'firefox' and navigate to 'https://demo.nopcommerce.com/'
[INFO ] [2021-12-27 17:22:53,370] User_01_Register- Step 01: Verify Home page is displayed
[INFO ] [2021-12-27 17:22:53,383] User_01_Register- Step 02: click to Register link
[INFO ] [2021-12-27 17:22:57,415] User_01_Register- Step 03: enter to first Name textbox
[INFO ] [2021-12-27 17:22:57,650] User_01_Register- Step 04:  enter to last Name textbox
[INFO ] [2021-12-27 17:22:57,841] User_01_Register- Step 05:  enter to email textbox with valueauto4425@mail.com
[INFO ] [2021-12-27 17:22:58,039] User_01_Register- Step 06:  enter to password textbox with value123456
[INFO ] [2021-12-27 17:22:58,225] User_01_Register- Step 07:  enter to confirm password textbox with value123456
[INFO ] [2021-12-27 17:22:58,419] User_01_Register- Step 08: click to Register button
[INFO ] [2021-12-27 17:23:00,770] User_01_Register- Step 09: verify successmessage is displayed
[INFO ] [2021-12-27 17:23:00,862] User_01_Register- Step 10: click to Logout link
[INFO ] [2021-12-27 17:24:04,771] ---------- START delete file in folder ----------
[INFO ] [2021-12-27 17:24:04,776] ---------- END delete file in folder ----------
[INFO ] [2021-12-27 17:24:29,930]  -------------------------- FAILED -------------------------- 
